"name","desc","type1","type2","egg_group"
"네오라이트","깊은 바다의 밑바닥에서 산다. 4개의 지느러미 무늬를 반짝거려 먹이를 끌어들인다.천적에 발견되지 않도록 가슴에 있는 2개의 지느러미로 해저에 붙어서 이동한다.긴 지느러미를 다리처럼 써서 해저를 기어다닌다. 랜턴과 먹이다툼을 한다.깊은 바다의 밑바닥에서 빛나는 네오라이트는 마치 밤하늘에 반짝이는 별처럼 보인다.긴 지느러미를 다리처럼 써서 해저를 기어다닌다. 랜턴과 먹이다툼을 한다.깊은 바다의 밑바닥에서 산다. 4개의 지느러미 무늬를 반짝거려 먹이를 끌어들인다.천적에게 발견되지 않도록 가슴에 있는 2개의 지느러미로 해저에 붙어서 이동한다.깊은 바다의 밑바닥에서 산다. 4개의 지느러미 무늬를 반짝거려 먹이를 끌어들인다.천적에게 발견되지 않도록 가슴에 있는 2개의 지느러미로 해저에 붙어서 이동한다.빛으로 먹이를 유인하지만 천적인 사나운 물고기포켓몬까지 다가온다.해저에 사는 심해의 포켓몬이다. 지느러미를 사용해 해저를 기어 좋아하는 아쿠스타를 찾는다.깊은 바다 밑은 먹이가 적다. 귀한 먹이를 두고 랜턴과 격렬히 싸운다.심해 해저를 기어가듯 헤엄친다. 환상적인 지느러미의 빛은 밤하늘의 별과 같다.자료 없음","물","","수중2"
"타만타","2개의 더듬이로 해수의 미요한 움직임을 포착한다. 사람을 잘 따르는 포켓몬이다.학자의 연구에 따르면 등에 있는 특징적인 무늬는 사는 지역에 따라 다르다고 한다.총어와 장난치며 수면을 뛰어오르는 모습을 보기 위한 투어가 열린다.해수면 근처에서 헤엄치므로 배 위에서 등 모양을 관찰할 수 있다.총어와 장난치며 수면을 뛰어오르는 모습을 보기 위한 투어가 열린다.등의 무늬는 지역에 따라 달라진다. 총어 무리에 섞여 헤엄치는 일이 많다.해수면 근처에서 헤엄치므로 배 위에서 등 모양을 관찰할 수 있다.등의 무늬는 지역에 따라 달라진다. 총어 무리에 섞여 헤엄치는 일이 많다.해수면 근처에서 헤엄치므로 배 위에서 등 모양을 관찰할 수 있다.자료 없음매우 사람을 잘 따른다. 타만타 체험 투어는 인기가 많은 비치 액티비티다.사람을 잘 따라서 인간의 배 근처까지 다가온다. 등의 모양은 지역에 따라 다르다.자료 없음바다의 수온이 낮기 때문인지 가라르지방에 사는 타만타는 약간 움직임이 둔한 듯하다.총어 무리에 섞여서 헤엄친다. 적에게 습격당하면 무리와 함께 싸운다.","물","비행","알미발견"
"눈쓰개","설산에서 살고 있다. 거의 만날 일 없는 인간을 보면 신기해하면서 다가온다.봄이 되면 아이스캔디와 같은 촉감의 나무열매가 배의 주위에 열린다.인간에게 흥미가 있는지 설산에서 발자국을 발견하면 그 주변에 모여든다.추운 계절에는 산기슭까지 내려오지만 봄이 되면 눈이 남아있는 산 정상으로 돌아간다.인간에게 흥미가 있는지 설산에서 발자국을 발견하면 그 주변에 모여든다.추운 계절에는 산기슭까지 내려오지만 봄이되면 눈이 남아있는 산 정상으로 돌아간다.봄이 되면 아이스캔디와 같은 촉감의 나무열매가 배의 주위에 열린다.추운 계절에는 산기슭까지 내려오지만 봄이되면 눈이 남아있는 산 정상으로 돌아간다.봄이 되면 아이스캔디와 같은 촉감의 나무열매가 배의 주위에 열린다.도감에 없음등장하지 않음눈이 많이 쌓인 산에 산다. 눈에 다리를 찔러 넣어 수분과 냉기를 흡수한다.배에 열리는 아이스크림 같은 나무열매는 가라르에 사는 달막화들이 매우 좋아한다.","풀","얼음","괴수,식물"
"눈설왕","만년설이 쌓인 산에서 살며 블리자드를 일으킨다. 설인의 정체가 바로 눈설왕이다.블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.눈꽃이 필 무렵 어디선가 나타나며 꽃이 지면 또 어딘가로 모습을 감춘다.만년설이 쌓인 산맥에서 조용히 지낸다. 블리자드를 발생시켜 모습을 감춘다.눈꽃이 필 무렵 어디선가 나타나며 꽃이 지면 또 어딘가로 모습을 감춘다.블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.만년설이 쌓인 산맥에서 조용히 지낸다. 블리자드를 발생시켜 모습을 감춘다.블리자드를 발생시켜 주변 일대를 새하얗게 만든다. 별명은 아이스 몬스터다.만년설이 쌓인 산맥에서 조용히 지낸다. 블리자드를 발생시켜 모습을 감춘다.도감에 없음등장하지 않음거대한 팔을 해머처럼 내리쳐서 눈쓰개를 노리는 달막화 무리를 내쫓는다.블리자드를 일으키는 포켓몬이다. 커다란 몸을 흔들면 부근 일대는 금세 새하얗게 된다.","풀","얼음","괴수,식물"
"포푸니라","추운 지역에서 사는 포켓몬이다 4, 5마리의 그룹은 훌룡한 연계작전으로 먹이를 몰아넣는다.수목이나 얼음 표면에 날카로운 발톱으로 이상한 무늬를 새겨 동료에게 신호를 보낸다.진화한 후 더욱 약삭빨라져 발톱으로 돌에 사인을 새겨 커뮤니케이션을 시도하고 있다.눈이 많은 지방에 서식한다. 수목에 발톱으로 사인을 그려 동료에게 신호를 보낸다.진화한 후 더욱 약삭빨라져 발톱으로 돌에 사인을 새겨 커뮤니케이션을 시도하고 있다.발톱으로 돌에 사인을 남겨 커뮤니케이션을 취하면서 연계플레이로 상대를 몰아붙인다.눈이 많은 지방에 서식한다. 수목에 발톱으로 사인을 그려 동료에게 신호를 보낸다.추운 지역에서 사는 포켓몬이다. 4, 5마리의 그룹은 훌륭한 연계 작전으로 먹이를 몰아넣는다.눈이 많은 지방에 서식한다. 수목에 발톱으로 사인을 그려 동료에게 신호를 보낸다.추운 지역에서 사는 포켓몬이다. 4, 5마리의 그룹은 훌륭한 연계 작전으로 먹이를 몰아넣는다.4~5마리의 그룹으로 행동한다. 바위나 나무에 표시를 남겨 연계 플레이로 먹이를 잡는다.추운 장소에 살며 알로라에서는 식스테일과 모래두지가 주된 먹이다. 사냥감은 동료끼리 정확히 나눈다.1마리가 모래두지에게 다리를 걸어 뒤집으면 다른 1마리가 날카로운 발톱으로 처리한다.영리해져서 먹이를 두고 싸우지 않게 되었다. 손톱으로 할퀴어지면 동상에 걸린다.등장하지 않음무리를 지어 먹이를 공격한다. 팀플레이로 맘모꾸리 같은 큰 상대도 손쉽게 처리한다.발톱으로 사인을 그려 동료와 연락한다. 사인의 종류는 500가지가 넘는다고 한다.","악","얼음","육상"
"자포코일","특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 발신한다.자포코일을 과학력으로 진화시키려 시도해 보려는 집단이 있었지만 실패했다.특수한 자기장으로 레어코일의 분자 구조가 재구성되어 자포코일로 진화했다.자포코일을 과학력으로 진화시키려 시도해 보려는 집단이 있었지만 실패했다.너무 강한 자력을 내어 자포코일끼리 끌어당겨 전혀 못 움직이기도 한다.특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 발산한다.너무 강한 자력을 내어 자포코일끼리 끌어당겨 전혀 못 움직이기도 한다.특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 발산한다.3개의 유닛으로부터 자력을 발산한다. 밤하늘을 나는 자포코일을 UFO로 착각하는 보고가 많이 발생한다.괴전파를 발신하면서 하늘을 날아 미지의 전파를 수신하고 있다고 한다.자신의 영토를 레이더로 감시하고 있다. 침입자는 파괴광선으로 즉시 처분한다.아직까지 우주에서 왔다고 믿는 사람들도 있다. 강력한 자력을 발산한다.등장하지 않음머리의 안테나로 누군가가 보낸 전파를 우주로부터 수신하여 조종당하고 있다고 전해진다.특수한 자기장의 영향으로 몸의 분자 구조가 변화해 진화했다고 여겨지고 있다.","전기","강철","광물"
"내룸벨트","쭉쭉 늘어나는 혓바닥으로 무엇이든 휘감는다.함부로 다가가면 타액으로 끈적끈적 거리게 된다.긴 혀는 항상 타액에 젖어 있다. 타액에는 물질을 녹이는 성분이 포함돼 있어 만지면 마비된다.물건을 녹이는 타액을 낸다. 뭐든지 긴 혀로 감아 타액으로 끈적끈적하게 만든다.긴 혀는 항상 타액에 젖어 있다. 타액에는 물질을 녹이는 성분이 포함돼 있어 만지면 마비된다.타액에는 어떤 것도 녹이는 성분이 충분히 포함되어 있어 핥으면 언제까지나 마비된다.쭉쭉 늘어나는 혓바닥으로 무엇이든 휘감는다. 다가가면 타액으로 끈적끈적거리게 된다.타액에는 어떤 것도 녹이는 성분이 충분히 포함되어 있어 핥으면 언제까지나 마비된다.쭉쭉 늘어나는 혓바닥으로 무엇이든 휘감는다. 다가가면 타액으로 끈적끈적거리게 된다.타액에는 어떤 것도 녹이는 성분이 충분히 포함되어 있어 핥으면 언제까지나 마비된다.도감에 없음혀가 어디까지 늘어나는지 콘테스트가 열린다. 현재 최고 기록은 25m다.손발보다 혀를 사용하는 것이 훨씬 능숙하다. 작은 콩 1알도 능숙하게 잡을 수 있다.등장하지 않음몸의 몇 배의 길이로 늘어나는 신비한 혀를 가졌다. 그 비밀은 아직 밝혀지지 않았다.사람의 팔과 견줄 수 있을 정도로 활용도 높은 혀로 뭐든지 한다. 반대로 손은 무기다.","노말","","괴수"
"거대코뿌리","바위를 손바닥의 구멍에 채워서 근육의 힘으로 발사한다. 드물게 꼬마돌을 날린다.근육에 힘을 모아 순간적으로 부풀리는 것으로 손에 넣은 돌을 분출시킬 수 있다.손바닥의 구멍에서 꼬마돌을 발사한다. 전신의 프로텍터는 화산의 분화도 견뎌낸다.근육에 힘을 모아 순간적으로 부풀리는 것으로 손에 넣은 돌을 분출시킬 수 있다.손바닥의 구멍에서 꼬마돌을 발사한다. 전신의 프로텍터는 화산의 분화도 견뎌낸다.바위를 손바닥의 구멍에 채워서 근육의 힘으로 발사한다. 드물게 꼬마돌을 날린다.손바닥의 구멍에서 꼬마돌을 발사한다. 전신의 프로텍터는 화산의 분화도 견뎌낸다.바위를 손바닥의 구멍에 채워서 근육의 힘으로 발사한다. 드물게 꼬마돌을 날린다.자료 없음손에 난 구멍에 바위나 단굴을 끼운 뒤 발사한다. 장전할 수 있는 수는 한쪽 팔당 3개씩이다.프로텍터로 공격을 튕겨내고 상대가 풀이 죽으면 특징적인 드릴로 관통한다.","땅","바위","괴수,육상"
"덩쿠림보","식물의 덩굴로 이루어진 팔을 늘여서 먹이를 포박한다. 팔을 먹혀도 아무렇지도 않다.식물로 만들어진 팔은 그냥 놔두면 휘감기게 된다. 잘라도 잘라도 바로 자란다.가만히 있으면 커다란 덤불로밖에 보이지 않는다. 먹이가 다가오면 덩굴로 포박한다.따뜻한 계절이 오면 눈이 보이지 않을 정도로 식물 덩굴이 계속 자란다.식물로 만들어진 팔은 그냥 놔두면 휘감기게 된다. 잘라도 잘라도 바로 자란다.팔을 먹혀도 문제없다. 재생능력이 높아 눈 깜짝할 사이에 원래대로 돌아간다.식물의 덩굴로 이루어진 팔을 늘여서 먹이를 포박한다. 팔을 먹혀도 아무렇지도 않다.따뜻한 계절이 오면 눈이 보이지 않을 정도로 식물 덩굴이 계속 자란다.식물의 덩굴로 이루어진 팔을 늘여서 먹이를 포박한다. 팔을 먹혀도 아무렇지도 않다.따뜻한 계절이 오면 눈이 보이지 않을 정도로 식물 덩굴이 계속 자란다.도감에 없음등장하지 않음자유자재로 늘어나는 2개의 팔은 덩굴이 뭉쳐진 것이었다는 사실이 최근 연구로 밝혀졌다.따듯한 땅에서 살수록 덩굴의 성장이 빠르다. 길어지면 스스로 잘라내어 짧게 만든다.","풀","","식물"
"에레키블","2개의 꼬리 끝을 상대에게 바싹 대어 2만 볼트 이상의 전류를 흘려 공격한다.상대의 공격을 신경 쓰지 않고 다가서서는 꼬리를 들이대어 고압의 전류를 흘린다.전기를 가득 모으면 2개의 뿔 사이에 세차게 푸르스름한 불티를 뿌린다.상대의 공격을 신경 쓰지 않고 다가서서는 꼬리를 들이대어 고압의 전류를 흘린다.상대에게 꼬리 끝을 밀어붙여 순식간에 2만 볼트 이상의 고압 전류를 흘려보낸다.전기를 가득 모으면 2개의 뿔 사이에 세차게 푸르스름한 불티를 뿌린다.2개의 꼬리 끝을 상대에게 바싹 대어 2만 볼트 이상의 전류를 흘려 공격한다.전기를 가득 모으면 2개의 뿔 사이에 세차게 푸르스름한 불티를 뿌린다.2개의 꼬리 끝을 상대에게 바싹 대어 2만 볼트 이상의 전류를 흘려 공격한다.꼬리의 끝을 적에게 밀어붙여 고압 전류를 흘려보낸다. 한순간에 적은 까맣게 탄다.흥분하면 가슴을 두들긴다. 그때마다 전기 불꽃이 튀며 천둥소리가 주변에 울려 퍼진다.전기를 내뿜는 꼬리를 잡고 주먹에 전기를 머금으면 있는 힘껏 때린다.에레키블 1마리로 대도시 건물 전체의 전력을 1년 동안 공급할 수 있다.등장하지 않음","전기","","인간형"
"마그마번","팔 끝에서 섭씨 2000도의 불구슬을 발사한다. 화산의 분화구를 거처로 삼는다.섭씨 2000도의 불구슬을 쏘아낼 때 마그마번의 몸은 열 때문에 약간 하얘진다.섭씨 2000도의 불구슬을 팔 끝에서 내보낸다. 입에서 뿜는 숨도 타오르고 있다.섭씨 2000도의 불구슬을 쏘아낼 때 마그마번의 몸은 열 때문에 약간 하얘진다.팔 끝에서 섭씨2000도의 불구슬을 쏘아낼 때 몸은 열 때문에 약간 하얘진다.팔 끝에서 섭씨 2000도의 불구슬을 발사한다. 화산의 분화구를 거처로 삼는다.섭씨 2000도의 불구슬을 팔 끝에서 내보낸다. 입에서 뿜는 숨도 타오르고 있다.팔 끝에서 섭씨 2000도의 불구슬을 발사한다. 화산의 분화구를 거처로 삼는다.섭씨 2000도의 불구슬을 팔 끝에서 내보낸다. 입에서 뿜는 숨도 타오르고 있다.화산의 화구에 산다. 1개의 화산에는 암수 한 쌍의 마그마번 밖에 없다고 한다.팔 끝에서 섭씨 2000도의 불구슬을 발사한다. 연사하면 팔 끝이 조금 녹는다.지금도 금속을 가공할 때 마그마번의 불꽃에 의존하는 공장이 적지 않다.불구슬을 발사해서 적을 처리한다. 새까만 재가 되어서 먹이를 잡는 데는 사용하지 않는다.등장하지 않음","불꽃","","인간형"
"토게키스","다툼이 일어나는 장소에는 절대 나타나지 않는다. 최근에는 모습을 보기 어려워졌다.다툼이 일어나는 장소에는 절대 나타나지 않는다. 최근에는 모습을 보기 어려워졌다다툼이 없는 평화로운 토지에 토게키스가 나타나 여러 가지 은총을 나눠줬다고 전해진다.서로 존재를 인정하고 쓸데없는 분쟁을 하지 않는 사람을 위해 다양한 은총을 나누어 준다.다툼이 없는 평화로운 땅에 토게키스가 나타나 여러 가지 은총을 나눠줬다고 전해진다.서로 존재를 인정하고 쓸데없는 분쟁을 하지 않는 사람을 위해 다양한 은총을 나누어 준다.다툼이 없는 평화로운 땅에 토게키스가 나타나 여러 가지 은총을 나눠줬다고 전해진다.서로 존재를 인정하고 쓸데없는 분쟁을 하지 않는 사람을 위해 다양한 은총을 나누어 준다.자료 없음분쟁이나 다툼이 일어나는 장소에는 모습을 드러내지 않는다. 최근에는 거의 보이지 않는다.은총을 베푸는 존재로 전해지고 있으며 먼 옛날부터 길조로 묘사되어 왔다.","페어리","비행","비행,요정"
"메가자리","날개를 칠 때 충격파로 상대의 몸 안쪽에 치명적인 데미지를 준다.턱의 힘은 엄청나다.고속으로 날아서 스치는 순간 상대를 물어 뜯는것이 특기다.6개의 다리로 어른을 껴안고도 너끈히 날 수 있다.꼬리의 날개로 균형을 잡는다.날개를 치는 힘이 매우 강해 힘껏 날 때는 주변의 큰 나무를 쓰러뜨린다.턱의 힘은 엄청나다.고속으로 날아서 스치는 순간 상대를 물어 뜯는것이 특기다.고속으로 날아서 스친 상대의 목을 한순간에 물어뜯는 싸움법을 선호한다.6개의 다리로 어른을 껴안고도 너끈히 날 수 있다.꼬리의 날개로 균형을 잡는다.6개의 다리로 어른을 껴안고도 너끈히 날 수 있다. 꼬리의 날개로 균형을 잡는다.자료 없음","벌레","비행","벌레"
"리피아","식물처럼 광합성을 하기 때문에 리피아의 주위는 맑은 공기로 둘러싸여 있다.기본적으로 다투지 않는다. 세포가 식물에 가깝게 되어 체내에서 광합성을 할 수 있다.맑은 날에 잠든 리피아는 광합성을 해서 깨끗한 공기를 만들고 있다.기본적으로 다투지 않는다. 세포가 식물에 가깝게 되어 체내에서 광합성을 할 수 있다.세포가 식물 같이 되어 체내에서 광합성을 하여 깨끗한 공기를 만들어낼 수 있다.맑은 날에 잠든 리피아는 광합성을 해서 깨끗한 공기를 만들고 있다.식물처럼 광합성을 하기 때문에 리피아의 주위는 맑은 공기로 둘러싸여 있다.맑은 날에 잠든 리피아는 광합성을 해서 깨끗한 공기를 만들고 있다.식물처럼 광합성을 하기 때문에 리피아의 주위는 맑은 공기로 둘러싸여 있다.세포 구성은 동물보다는 식물에 가깝다. 광합성을 통해 안 먹어도 에너지를 얻을 수 있다.어린 리피아일수록 코를 찌르는 풋내가 난다. 나이를 먹으면 낙엽 같은 냄새로 바뀐다.다툼을 좋아하지 않지만 동료를 지키기 위해서라면 꼬리의 잎사귀를 날카로운 칼날로 만들어 싸운다.광합성으로 영양을 보충한다. 깨끗한 강이 흐르는 숲의 깊은 곳에 조용하게 살고 있다.등장하지 않음잎사귀에서 나는 독특한 향기는 가라르인들의 취향에 맞다. 향수로 가공되어 인기가 높다.꼬리는 날카로운 칼날 같다. 큰 나무도 두 동강 내는 탁월한 예리함을 자랑한다.","풀","","육상"
"글레이시아","전신의 털을 얼려 바늘같이 날카롭게 곤두세운다. 상대로부터 몸을 보호하는 수단이다.체온을 컨트롤 하는 것으로 주위의 공기를 얼려서 다이아몬드 더스트를 날린다.글레이시아는 몸 주변의 공기를 차갑게 해 섬세한 얼음 결정을 만든다.체온을 컨트롤하는 것으로 주위의 공기를 얼려서 다이아몬드 더스트를 날린다.체온을 내리는 것으로 전신의 털을 얼려서 날카롭고 뾰족한 바늘처럼 만들어 날린다.체온을 컨트롤하는 것으로 주위의 공기를 얼려서 다이아몬드 더스트를 날린다.체온을 내리는 것으로 전신의 털을 얼려서 날카롭고 뾰족한 바늘처럼 만들어 날린다.체온을 컨트롤하는 것으로 주위의 공기를 얼려서 다이아몬드 더스트를 날린다.체온을 내리는 것으로 전신의 털을 얼려서 날카롭고 뾰족한 바늘처럼 만들어 날린다.체온을 자유자재로 컨트롤해 대기의 수분을 얼려서 다이아몬드더스트를 일으킨다.털을 얼려서 날카로운 고드름처럼 뾰족하게 한 뒤 먹이를 향해 태클을 건다.몸의 털을 얼려 예리한 바늘로 만들어 몸을 지킨다. 체온은 마이너스 60도까지 내릴 수 있다.순식간에 주위의 수분을 얼려서 얼음 결정을 만든 후 먹이를 향해 날린다.등장하지 않음다이아몬드더스트를 내리게 한다. 그 아름다움에 현혹된 먹이는 눈치채기도 전에 얼어붙어 버린다.글레이시아가 발산하는 냉기는 가루눈을 만들어 내기 때문에 스키장에서 인기가 높다.","얼음","","육상"
"글라이온","꼬리로 나뭇가지의 매달려 먹이를 관찰한다. 틈을 봐서 상공에서 덮친다.미약한 바람의 흐름을 잘 타면 한번도 날갯짓하지 않고서도 지구를 일주할 수 있다.날갯소리를 내지 않고 하늘을 난다. 긴 꼬리로 먹이를 잡아 송곳니로 급소를 공격한다.적절히 바람의 흐름을 잘 타면 한 번도 날개 치는 일 없이 이 별을 일주할 수 있다.소리 내지 않고 하늘을 날아 먹이에 가까이 가면 한순간에 급소를 공격한다!날갯소리를 내지 않고 하늘을 난다. 긴 꼬리로 먹이를 잡아 송곳니로 급소를 공격한다.자료 없음","땅","비행","벌레"
"맘모꾸리","얼음으로 만들어진 훌륭한 이빨이 있다. 빙하기가 끝나고 따뜻해졌기 때문에 수가 줄어들었다.1만 년 전의 땅에서 얼어붙은 맘모꾸리가 발견되었고 눈까지 떴기에 소동이 벌어졌다.1만 년 전의 얼음 밑에서 발견된 적이 있을 정도로 오랜 옛날부터 있었던 포켓몬이다.빙하기에는 전 세계에서 서식하고 있었지만 빙하기가 끝나자 수가 줄어들었다.1만 년 전의 땅에서 얼어붙은 맘모꾸리가 발견되었고 눈까지 떴기에 소동이 벌어졌다.빙하기 말기에 기온이 높아져 많은 맘모꾸리가 모습을 감췄다고 전해진다.1만 년 전의 얼음 밑에서 발견된 적이 있을 정도로 오랜 옛날부터 있었던 포켓몬이다.얼음으로 만들어진 훌륭한 이빨이 있다. 빙하기가 끝나고 따뜻해졌기 때문에 수가 줄어들었다.1만 년 전의 얼음 밑에서 발견된 적이 있을 정도로 오랜 옛날부터 있었던 포켓몬이다.얼음으로 만들어진 훌륭한 이빨이 있다. 빙하기가 끝나고 따뜻해졌기 때문에 수가 줄어들었다.도감에 없음등장하지 않음1만 년 전의 벽화에도 그려져 있다. 멸종되었다고 여겨지던 시기도 있었다.생긴 것처럼 힘이 장사다. 얼음으로 된 엄니는 추울수록 굵고 길어지면서 늠름해진다.","얼음","땅","육상"
"폴리곤Z","더욱 우수한 포켓몬으로 만들고자 프로그램을 추가했지만 어쩐지 괴상하게 행동하기 시작했다.2차원에서도 활약할 수 있게 프로그램을 수정했지만 원하는 대로 되지 않았다.다른 차원의 공간을 자유롭게 이동할 수 있도록 프로그램을 수정했지만 실수한 것 같다.다른 차원에서도 활약할 수 있도록 프로그램을 수정했지만 바라는 대로는 되지 않았다.더욱 우수한 포켓몬으로 만들고자 프로그램을 추가했지만 어쩐지 괴상하게 행동하기 시작했다.다른 차원의 공간을 자유롭게 이동할 수 있도록 프로그램을 수정했지만 실수한 것 같다.더욱 우수한 포켓몬으로 만들고자 프로그램을 추가했지만 어쩐지 괴상하게 행동하기 시작했다.다른 차원의 공간을 자유롭게 이동할 수 있도록 프로그램을 수정했지만 실수한 것 같다.더 우월한 포켓몬을 목표로 추가한 프로그램에 문제가 있었는지 움직임이 이상하다.다른 차원의 공간에서의 활동을 목표로 프로그램을 갱신했으나 괴상한 동작이 눈에 띈다.불안정한 거동이 눈에 띈다. 프로그램을 업데이트한 기술자의 실력이 문제인 듯하다.추가한 프로그램이 좋지 않았다. 괴상한 동작이 눈에 띄는 걸 보니 실험에 실패한 것일지도 모른다.등장하지 않음다른 공간에 드나들 수 있는 프로그램을 추가한 결과 움직임이 불안정해졌다.추가 프로그램으로 진화했다고 전해지지만 정말 진화인건지 학회에서도 의견이 나뉜다.","노말","","광물"
"엘레이드","늘었다 줄었다 하는 팔꿈치의 칼날로 싸운다. 칼 뽑기의 명수이며 예의가 바른 포켓몬이다.누군가를 지키려고 할 때는 팔꿈치를 늘여서 칼처럼 변화시키고 격렬하게 싸운다.상대의 생각을 민감하게 포착하는 능력을 가졌기 때문에 먼저 공격할 수 있다.누군가를 지키려고 할 때는 팔꿈치를 늘여서 칼처럼 변화시키고 격렬하게 싸운다.상대의 생각을 민감하게 포착하는 능력을 가졌기 때문에 먼저 공격할 수 있다.늘었다 줄었다 하는 팔꿈치의 칼날로 싸운다. 칼 뽑기의 명수이며 예의가 바른 포켓몬이다.상대의 생각을 민감하게 포착하는 능력을 가졌기 때문에 먼저 공격할 수 있다.늘었다 줄었다 하는 팔꿈치의 칼날로 싸운다. 칼 뽑기의 명수이며 예의가 바른 포켓몬이다.자료 없음무사라 불리는 포켓몬. 무언가를 지킬 때가 아니면 팔꿈치의 칼날을 사용하지 않는다.도움을 구하는 감정을 민감하게 캐치해서 상대가 있는 곳으로 급히 달려가 가세한다.","에스퍼","격투","부정형,인간형"
"대코파스","전신에서 강한 자력을 발산하고 있다. 꼬마코파스라고 불리는 3개의 유닛을 조종한다.꼬마코파스라고 불리는 3개의 작은 유닛을 자력으로 자유자재로 조종한다.꼬마코파스라고 불리는 3개의 유닛을 자력으로 조종해 3방향에서 상대를 꼼짝 못하게 한다.꼬마코파스라고 불리는 3개의 작은 유닛을 자력으로 자유자재로 조종한다.꼬마코파스라고 불리는 3개의 유닛을 자력을 사용하여 자유자재로 조종한다.전신에서 강한 자력을 발산하고 있다. 꼬마코파스라고 불리는 3개의 유닛을 조종한다.꼬마코파스라고 불리는 3개의 유닛을 자력을 사용하여 자유자재로 조종한다.전신에서 강한 자력을 발산하고 있다. 꼬마코파스라고 불리는 3개의 유닛을 조종한다.꼬마코파스라고 불리는 작은 3개의 유닛을 자력으로 자유자재로 조종한다.강한 자력을 뿜어내기 때문에 가까이 있는 전기 제품은 망가져 버리고 만다.본체는 움직이지 않고 꼬마코파스라고 불리는 3개의 유닛을 자유자재로 조종하여 먹이를 잡는다.꼬마코파스라고 불리는 유닛을 조종하지만 가끔 미아가 되어 돌아오지 않는 경우도 있는 듯하다.3개의 작은 유닛을 사용해서 먹이를 잡거나 적과 싸운다. 본체는 거의 명령할 뿐이다.등장하지 않음","바위","강철","광물"
"야느와르몽","머리의 안테나로 영계로부터의 전파를 수신한다. 지시를 받아 사람을 영계로 데리고 간다.탄력 있는 몸안에 갈 곳 없는 영혼을 가두어 저승으로 데려간다고 전해진다.이 세상과 저 세상을 왔다 갔다 헤매는 영혼을 흡수해 옮긴다고 하여 사람들이 두려워한다.탄력 있는 몸안에 갈 곳 없는 영혼을 가두어 저승으로 데려간다고 전해진다.머리의 안테나로 영계로부터의 전파를 수신한다. 지시를 받아 사람을 영계로 데리고 간다.탄력 있는 몸안에 갈 곳 없는 영혼을 가두어 저승으로 데려간다고 전해진다.머리의 안테나로 영계로부터의 전파를 수신한다. 지시를 받아 사람을 영계로 데리고 간다.자료 없음의지가 있는 것인지 알 수 없다. 영계로부터의 전파에 따라 사람이나 포켓몬을 데리고 간다.노린 상대를 배의 입으로 통째로 삼킨다. 영혼만 먹은 뒤 육체는 뱉어내고 떠난다.","고스트","","부정형"
"눈여아","마이너스 50도의 냉기를 뿜어 상대를 얼려 버린다. 몸통 같은 부분은 실제로는 빈 공간이다.마이너스 50도의 숨결을 뿜어서 얼린 먹이를 비밀 장소에 장식해 둔다고 전해진다.설산에서 조난당한 여성이 다시 태어난 것이라고 하는 전설이 눈이 많은 토지에 남아 있다.마이너스 50도의 숨결을 뿜어서 얼린 먹이를 비밀 장소에 장식해 둔다고 전해진다.마이너스 50도의 냉기를 뿜어 상대를 얼려 버린다. 몸통 같은 부분은 실제로는 빈 공간이다.설산에서 조난당한 여성이 다시 태어난 것이라고 하는 전설이 눈이 많은 땅에 남아 있다.마이너스 50도의 냉기를 뿜어 상대를 얼려 버린다. 몸통 같은 부분은 실제로는 빈 공간이다.설산에서 조난당한 여성이 다시 태어난 것이라고 하는 전설이 눈이 많은 땅에 남아 있다.마음에 든 인간과 포켓몬을 냉기로 얼린다. 보금자리에 가져가서 장식한다.설산에서 조난당한 여성의 영혼이 고드름에 옮겨붙었다. 남성의 영혼을 좋아한다.설산에 등산 온 남자를 얼려버려 집으로 가지고 간다. 미남만 노린다.심하게 눈보라 치는 밤에 사람이 사는 마을에 내려온다고 한다. 노크해도 문을 열어줘선 안 된다.등장하지 않음설산에서 죽은 여자의 원념에서 태어난 포켓몬. 얼린 영혼을 즐겨 먹는다.마이너스 50도의 냉기를 뿜어 먹이를 얼린 뒤 거처로 가져가서 가지런히 나열한다.","얼음","고스트","요정,광물"
